143,FLYING COW DESIGN,Custom Web Design,QUALITY is EVERYTHING...,none shown,none shown,Undisclosed,Undisclosed,10 - 49,"- ALL -,
CA",service_focus,https://clutch.co/profile/flying-cow-design,http://www.flyingcowdesign.com
144,Oyova,Jacksonville Website and App Development,"Oyova is a web development agency that is located east of Jacksonville, Florida in Atlantic Beach...",none shown,none shown,Undisclosed,$50 - $99 / hr,2 - 9,"Atlantic Beach,
FL",service_focus,https://clutch.co/profile/oyova,http://www.oyova.com/
145,The Florez Group,We are a full-service web-development team,We are a full-service web-development team you can call on to design interactive digital experiences...,none shown,none shown,Undisclosed,$100 - $149 / hr,10 - 49,"Newport,
RI",service_focus,https://clutch.co/profile/florez-group,http://www.florezgroup.com
146,Web Designer Houston,Web Designer Houston,Houston Web Design (www.webdesignerhouston.us) is a website design company in Houston Texas with well trained and exp...,none shown,none shown,Undisclosed,$100 - $149 / hr,50 - 249,"Houston,
TX",service_focus,https://clutch.co/profile/web-designer-houston,http://www.webdesignerhouston.us
147,Kirksville Web Design,Google Sites Design,Kirksville Web Design has been designing and developing Google Sites websites since 2010...,none shown,none shown,Undisclosed,$50 - $99 / hr,2 - 9,"Kirksville,
MO",service_focus,https://clutch.co/profile/kirksville-web-design,http://www.kirksvillewebdesign.com
148,Clearleft,We design delightful digital experiences.,Clearleft is a UK-based web design agency that specializes in web design and user experience...,none shown,none shown,Undisclosed,$150 - $199 / hr,10 - 49,"Brighton,

United Kingdom",service_focus,https://clutch.co/profile/clearleft,http://www.clearleft.com
149,Antelope Web,Marketing Oriented Web Design For Business,Antelope Webis an all-inclusive web design company...,none shown,none shown,Undisclosed,$100 - $149 / hr,2 - 9,"Milford,
CT",service_focus,https://clutch.co/profile/antelope-web,http://www.antelopeweb.com
151,Plaudit Design,Web Design and Internet Marketing,Plaudit Design focuses on creating websites and online strategies for clients...,none shown,none shown,Undisclosed,$100 - $149 / hr,2 - 9,"Saint Paul,
MN",service_focus,https://clutch.co/profile/plaudit-design,http://www.plauditdesign.com
152,Upstream Marketing,Website Design Houston,Upstream Marketing (www.upstreammarketing.net) is a website design company in Houston Texas with full-time designers...,none shown,none shown,Undisclosed,$100 - $149 / hr,2 - 9,"Houston,
TX",service_focus,https://clutch.co/profile/upstream-marketing,http://www.upstreammarketing.net
153,SPARK Experience,Research is in our DNA,"SPARK Experience is a web design and user experience agency located in the greater Washington, DC area...",none shown,none shown,Undisclosed,Undisclosed,10 - 49,"Bethesda,
MD",service_focus,https://clutch.co/profile/spark-experience,http://sparkexperience.com/
154,Poetic Systems,User-focused Design,"Poetic Systems is a Houston-based web design, app development, and digital agency...",none shown,none shown,Undisclosed,$100 - $149 / hr,10 - 49,"Houston,
TX",service_focus,https://clutch.co/profile/poetic-systems,http://poeticsystems.com/
155,ID International,"Building Bridges, Developing Brands","ID International specializes in: Branding, Corporate Identity, Graphic Design, Logos, Web Design & Development, C...",none shown,none shown,Undisclosed,$50 - $99 / hr,2 - 9,"Chico,
CA",service_focus,https://clutch.co/profile/id-international,http://www.identity-international.com/
156,Syrup,We love small companies,"Syrup Marketing is located in Atlanta, Georgia and works primarily with small businesses...",none shown,none shown,"$10,000",$50 - $99 / hr,10 - 49,"Atlanta,
GA",service_focus,https://clutch.co/profile/syrup,https://syrupmarketing.com/
157,Digital Impulse,Boston Web Design and Digital Marketing Agency,Digital Impulse is a digital marketing and web design agency based in Boston...,none shown,none shown,Undisclosed,$100 - $149 / hr,10 - 49,"Watertown,
MA",service_focus,https://clutch.co/profile/digital-impulse,http://www.digitalimpulse.com/
158,Efelle Creative,Seattle Web Design,Efelle Creative is an interactive advertising and software development firm based in Seattle...,none shown,none shown,Undisclosed,$150 - $199 / hr,10 - 49,"Seattle,
WA",service_focus,https://clutch.co/profile/efelle-creative,http://www.seattlewebdesign.com/
159,Sitebar,Smart Marketing Starts Here,"At Siteber, we believe every business needs a website...",none shown,none shown,Undisclosed,$200 - $300 / hr,2 - 9,"Woodside,
NY",service_focus,https://clutch.co/profile/sitebar,http://siteber.com/
160,Evolution in DesignZ,Online Business Solutions,"Evolution in DesignZ is a web design and mobile app development agency based in Toronto, CA...",none shown,none shown,Undisclosed,$100 - $149 / hr,2 - 9,"Toronto,

Canada",service_focus,https://clutch.co/profile/evolution-designz,http://evolutionindesignz.com/
161,Bizango,Seattle Web Design,"Bizango is a Seattle web design agency that specializes in creative designs, search engine optimization, and easy to...",none shown,none shown,Undisclosed,$150 - $199 / hr,2 - 9,"Seattle,
WA",service_focus,https://clutch.co/profile/bizango,http://bizango.com/
164,Imagemme,Brand Innovation Lab,Imagemme is a brand innovation lab based in New York City...,none shown,none shown,Undisclosed,Undisclosed,10 - 49,"New York,
NY",service_focus,https://clutch.co/profile/imagemme,http://www.imagemme.com/
165,MandLoys Web Design Agency,"web design, logo design, website creation","Designing websites since 2004. We have skilled designers, using latest techniques...",none shown,none shown,Undisclosed,$50 - $99 / hr,10 - 49,"Budapest,

Hungary",service_focus,https://clutch.co/profile/mandloys-web-design-agency,http://www.mandloys.com/
166,Impart Creative,The Philadelphia Web Design Agency,Impart Creative is a Philadelphia Creative Agency that was founded in 2012...,none shown,none shown,"$5,000",$100 - $149 / hr,2 - 9,"Philadelphia,
PA",service_focus,https://clutch.co/profile/impart-creative,https://impartcreative.com/
167,Nufame Technology,"web design,webdevelopment","Nufame Technologies,is one in all the leading Best...",none shown,none shown,Undisclosed,Undisclosed,50 - 249,"Bangalore,

India",service_focus,https://clutch.co/profile/nufame-technology,http://www.nufametechnologies.com/
168,BrainDo,Interactive Consulting,"BrainDo is a full-service digital consultancy based out of Philadelphia, PA...",none shown,none shown,"$5,000",$50 - $99 / hr,10 - 49,"Philadelphia,
PA",service_focus,https://clutch.co/profile/braindo,https://brain.do/
169,AirTight Design,powerful websites for growing companies,"AirTight Design is a web design agency in Atlanta that provides web design & development, marketing strateg...",none shown,none shown,Undisclosed,$100 - $149 / hr,10 - 49,"Atlanta,
GA",service_focus,https://clutch.co/profile/airtight-design,http://www.airtightdesign.com/
170,Email Chopper,"Email Template Design, Conversion & Integration","Email Chopper is an Indian based Email Template Design, Conversion and Integration company that has been profitably s...",none shown,none shown,Undisclosed,Undisclosed,250 - 999,"Noida,

India",service_focus,https://clutch.co/profile/email-chopper,http://www.emailchopper.com
171,Agiline LLC,Seamless & Flexible,"Agiline offers a complete range of Software Development services, ranging from custom business solutions, application...",none shown,none shown,Undisclosed,Undisclosed,50 - 249,"Ontario,
CA",service_focus,https://clutch.co/profile/agiline,http://www.agiline.com/
172,Imenso Digital,Imenso Digital - Web Design Company,"If you are looking for a web design company, Imenso is the best website design company and SEO company based in Delhi...",none shown,none shown,Undisclosed,Undisclosed,50 - 249,"Basking Ridge,
NJ",service_focus,https://clutch.co/profile/imenso-digital,http://www.imensodigital.com
174,Bluecadet,Inspired design for the digital age,Bluecadet is a digital agency that creates websites and mobile applications...,none shown,none shown,Undisclosed,$150 - $199 / hr,10 - 49,"Philadephia,
PA",service_focus,https://clutch.co/profile/bluecadet,http://bluecadet.com/
175,WekkyDesign,Design. Create. Innovate,"WekkyDesign is a design firm in Lagos, Nigeria that provides creative and innovative design services to a wide range...",none shown,none shown,Undisclosed,< $25 / hr,2 - 9,"lagos ,

Nigeria",service_focus,https://clutch.co/profile/wekkydesign,http://www.wekkydesign.com
177,"Brilliant Agent, Inc.",A brilliant agent is a wealthy agent,Responsive Websites for Real Estate...,none shown,none shown,Undisclosed,Undisclosed,10 - 49,"Sarasota,
FL",service_focus,https://clutch.co/profile/brilliant-agent,http://www.brilliantagent.com
178,Adwit Digital,Website Design & Online Marketing Specialists,none shown,none shown,none shown,Undisclosed,$50 - $99 / hr,10 - 49,,service_focus,https://clutch.co/profile/adwit-digital,http://www.adwitdigital.com
179,"YIKES, Inc.","Smart, effective, creative web solutions","YIKES, Inc. is a web design and development agency...",none shown,none shown,Undisclosed,$150 - $199 / hr,2 - 9,"Philadelphia,
PA",service_focus,https://clutch.co/profile/yikes,http://www.yikesinc.com/
180,Disseny BCN,Web Design Barcelona,Disseny BCN is a Web design studio in Montcada i Reixac. They develop web pages for all types of companies and SMEs.,none shown,none shown,"$5,000",$25 - $49 / hr,2 - 9,"Montcada i Reixac,

Spain",service_focus,https://clutch.co/profile/disseny-bcn,http://www.dissenybcn.com/
181,AREA 17,Design and Engineering,"""AREA 17 is a digital product agency with studios in Paris and New York. Founded in 2003, the company is independently owned and creatively motivated.""",none shown,none shown,"$5,000",$25 - $49 / hr,50 - 249,"Paris,

France",service_focus,https://clutch.co/profile/area-17,https://area17.com/
182,The Cocktail,We orchestrate growth!,The Cocktail is an internet consulting firm with a professional team that covers the whole spectrum for online presence and business development.,none shown,none shown,"$5,000",$25 - $49 / hr,50 - 249,"Madrid,

Spain",service_focus,https://clutch.co/profile/cocktail,https://the-cocktail.com/
183,Squeaky Wheel Media,We specialize in web-based ideas and design,"Founded in 2001, Squeaky Wheel Media is an award-winning interactive agency based out of New York City...",none shown,none shown,Undisclosed,Undisclosed,10 - 49,"New York city,
NY",service_focus,https://clutch.co/profile/squeaky-wheel-media,http://www.squeaky.com/
184,Prodigi,Full service digital marketing agency.,,none shown,none shown,"$5,000",$25 - $49 / hr,50 - 249,"Kyiv,

Ukraine",service_focus,https://clutch.co/profile/prodigi,http://prodigiagency.com/
185,Upian,Stories & Interfaces since 1998,,none shown,none shown,"$5,000",$25 - $49 / hr,10 - 49,"Paris,

France",service_focus,https://clutch.co/profile/upian,http://www.upian.com/
187,LA TEVA WEB SL,Barcelona Web Design and Online Marketing Agency,"LA TEVA SL was founded in Barcelona in 2002. The company specializes in web development, web design, digital marketing and mobile app development.",none shown,none shown,"$5,000",$25 - $49 / hr,10 - 49,"Barcelona ,

Spain",service_focus,https://clutch.co/profile/la-teva-web-sl,https://www.latevaweb.com/
188,Die Webmesiter,We work on your site!,We offer cutting-edge online marketing with all the trimmings - and without long-term contractual commitments...,none shown,none shown,"$5,000",$25 - $49 / hr,10 - 49,"Essen,

Germany",service_focus,https://clutch.co/profile/die-webmesiter,http://die-webmeister.de/
189,Fuerza Studio,Massive & Digital,"Fuerza Studio strongly believes that every company deserves an effective brand, an organized website, and functional...",none shown,none shown,"$5,000",$25 - $49 / hr,2 - 9,"Floresta Porto Alegre,

Brazil",service_focus,https://clutch.co/profile/fuerza-studio,http://www.fuerzastudio.com.br/
190,The Webmaster Co.,Barcelona Web design and Online Stores,"The Webmaster Co. is a web design and online store in Barcelona. They specialize in custom web design, WordPress, and online stores.",none shown,none shown,"$5,000",$25 - $49 / hr,2 - 9,"Barcelona,

Spain",service_focus,https://clutch.co/profile/webmaster-co,http://thewebmaster.es/
191,Comwrap,E-business made with love.,"Success is the outcome of many small steps, which we will walk with you from beginning to end...",none shown,none shown,"$5,000",$25 - $49 / hr,10 - 49,"Frankfurt,

Germany",service_focus,https://clutch.co/profile/comwrap,http://www.comwrap.com/
193,Mediatics,Web Design And Online Marketing in Barcelona,"Mediatics can help you with the design of your new website or online store. They will design and develop a modern, attractive and effective websites.",none shown,none shown,"$5,000",$25 - $49 / hr,10 - 49,"Barcelona,

Spain",service_focus,https://clutch.co/profile/mediatics,https://www.mediatics.com/
194,Morgan Media,Spain Digital Agency,,none shown,none shown,"$5,000",$25 - $49 / hr,10 - 49,"Madrid ,

Spain",service_focus,https://clutch.co/profile/morgan-media,http://morganmedia.es/
195,SEOcom,Marketing Agency Online,SEOCOM is an online marketing agency specializing in online traffic capture and conversion optimization services...,none shown,none shown,"$5,000",$25 - $49 / hr,10 - 49,"Barcelona ,

Spain",service_focus,https://clutch.co/profile/seocom-es,http://www.seocom.es/
196,PXSP,"Internet Company in Madrid, Spain","""Since 2003 PXSP has worked on projects for online communication, web design, digital strategy, consulting, application development and development outsourcing.""",none shown,none shown,"$5,000",$25 - $49 / hr,10 - 49,"Madrid,

Spain",service_focus,https://clutch.co/profile/pxsp,http://www.pxsp.com/
197,Flat101,Madrid Digital Agency,"Flat 101 is a Digital Agency based in Spain. They work for their clients to successfully carry out the transfer of their business to the digital environment, optimizing their results.",none shown,none shown,"$5,000",$25 - $49 / hr,10 - 49,"Madrid,

Spain",service_focus,https://clutch.co/profile/flat101,http://www.flat101.es/
198,Backelite,Digital Service Design by Capgemini.,"Born in 2006, Backelite improve the everyday lives of people as they interact with the world around them...",none shown,none shown,"$5,000",$25 - $49 / hr,50 - 249,"Paris ,

France",service_focus,https://clutch.co/profile/backelite,https://www.backelite.com/
199,Colorz,"We love and make cool, unique and ergonomic sites.",Colorz is a creative digital agency...,none shown,none shown,"$5,000",$25 - $49 / hr,50 - 249,"Paris,

France",service_focus,https://clutch.co/profile/colorz,http://www.colorz.fr/
200,OSOM Digital,Welcome to the Digital World.,OSOM Digital is a digital agency founded in 2014 and based in Uruguay. The company will develop your website and then bring traffic to generate a conversion.,none shown,none shown,"$5,000",$25 - $49 / hr,10 - 49,"Montevideo ,

Uruguay",service_focus,https://clutch.co/profile/osom-digital,http://osomdigital.com/
201,PME Multimedia,Let's digitalize!,"PME Multimedia is a Digital Agency founded in 2004 with headquarters in Paris, France...",none shown,none shown,"$5,000",$25 - $49 / hr,2 - 9,"Paris,

France",service_focus,https://clutch.co/profile/pme-multimedia,https://www.50a.fr/
202,Creaktif,We are a Digital Creative Studio.,"""Creaktif is a creative studio working on interactive media. The company focuses on creating innovative concepts and bringing them to life. They are composed of graphic designers and experts, 3D/motion designer experts, copywriters and developers.""",none shown,none shown,"$5,000",$25 - $49 / hr,2 - 9,"Paris,

France",service_focus,https://clutch.co/profile/creaktif,http://www.creaktif.com/
203,Right Way Infotech,REAL PEOPLE. REAL TALENT. REAL TECH!,none shown,none shown,none shown,"$1,000",< $25 / hr,10 - 49,India,service_focus,https://clutch.co/profile/right-way-infotech,http://rightwayinfotech.com/
204,Ueberbit,Germany web designers and developers,Ueberbit offers individual solutions for enterprise 2.0 and e-business...,none shown,none shown,"$5,000",$25 - $49 / hr,10 - 49,"Mannheim,

Germany",service_focus,https://clutch.co/profile/ueberbit,https://www.ueberbit.de/
205,Visualizers,A Creative Design Agency.,,none shown,none shown,"$5,000",$25 - $49 / hr,2 - 9,"Kyiv,

Ukraine",service_focus,https://clutch.co/profile/visualizers,http://visualizers.com.ua/
206,artimedia barcelona,Barcelona Graphic Design,"Artmedia is a Spanish a web design and digital marketing agency that specializes in web design, online marketing and corporate graphic design. They develop corporate websites, online stores, and blogs.",none shown,none shown,"$5,000",$25 - $49 / hr,2 - 9,"Barcelona ,

Spain",service_focus,https://clutch.co/profile/artimedia-barcelona,http://artimedia.es
207,Crealogica,Barcelona Web Design and Programming,,none shown,none shown,"$5,000",$25 - $49 / hr,2 - 9,"Barcelona ,

Spain",service_focus,https://clutch.co/profile/crealogica,http://crealogica.com
208,ProfesionalNet,Global Marketing,"ProfesionalNet is a company based in Madrid specializing in web design, web development, corporate identities, hosting and digital marketing.",none shown,none shown,"$5,000",$25 - $49 / hr,2 - 9,"Madrid,

Spain",service_focus,https://clutch.co/profile/profesionalnet,https://www.profesionalnet.net/
209,Jaws,Web Design/Development Ukraine,"""Jaws is a web design and development company with more than 10 years of experience in web development and internet-projects. They create sites for leading companies in the market.""",none shown,none shown,"$5,000",$25 - $49 / hr,2 - 9,"Kiev,

Ukraine",service_focus,https://clutch.co/profile/jaws,http://jaws.com.ua/
210,Digibrand,Ukraine Digital Marketing Agency,"Digibrand Ukraine is a digital-marketing agency in Ukraine. The company was founded in 2006 in Riga, Latvia...",none shown,none shown,"$5,000",$25 - $49 / hr,10 - 49,"Kyiv,

Ukraine",service_focus,https://clutch.co/profile/digibrand,http://digibrand.com.ua/#proekti
211,Web KMA Barcelona,KMA Disseny,"With more than 300 projects successfully completed, KMA Disseny makes customized web designs, self-managing websites, corporate designs, image galleries, portfolios, online stores, etc.",none shown,none shown,"$5,000",$25 - $49 / hr,2 - 9,"Barcelona,

Spain",service_focus,https://clutch.co/profile/web-kma-barcelona,http://kmadisseny.es/
212,Digital Happy,Barcelona Digital Media Agency,Digitalhappy is a Barcelona-based web development and creative design studio specializing in modern solutions for a range of international clients.,none shown,none shown,"$5,000",$25 - $49 / hr,2 - 9,"Barcelona,

Spain",service_focus,https://clutch.co/profile/digital-happy,http://www.digitalhappy.com/
213,Secuoyas,Think Secuoyas,Secuoyas creates unique digital experiences oriented to conversion and centered in the users. Since 2001 they have worked in the design and development of digital strategies.,none shown,none shown,"$5,000",$25 - $49 / hr,10 - 49,"4 Madrid ,

Spain",service_focus,https://clutch.co/profile/secuoyas,http://secuoyas.com/
214,Fresh Design,We are composed of ideas,"Fresh Design is a web-development agency that was founded in 2007 and specializes in high-load web-services, corporate websites and social networks.",none shown,none shown,"$5,000",$25 - $49 / hr,10 - 49,"Chornovola,

Ukraine",service_focus,https://clutch.co/profile/fresh-design,http://fresh-design.com.ua/en/
215,Lucid Site Designs,Miami Web Design and Marketing,"Lucid Digital is a small web development company based out of Miami, Florida...",none shown,none shown,Undisclosed,$50 - $99 / hr,10 - 49,"Miami,
FL",service_focus,https://clutch.co/profile/lucid-site-designs,http://lucidsitedesigns.com/
216,Vintage,We craft websites that multiply our clients' sales,"Vintage, a Kiev-based development shop with mobile and web capabilities...",none shown,none shown,Undisclosed,$50 - $99 / hr,10 - 49,"Kiev,

Ukraine",service_focus,https://clutch.co/profile/vintage,http://vintage.agency
217,Kuehlhaus,Creating digital winners.,"With locations in Mannheim and Karlsruhe, Kuehlhaus AG is one of the largest internet agencies in Germany.",none shown,none shown,"$5,000",$25 - $49 / hr,10 - 49,"Mannheim,

Germany",service_focus,https://clutch.co/profile/kuehlhaus,http://www.kuehlhaus.com/
219,diligent Agencia,Creative Digital Marketing Agency Barcelona,.,none shown,none shown,"$5,000",$25 - $49 / hr,2 - 9,"Barcelona,

Spain",service_focus,https://clutch.co/profile/diligent-agencia,http://www.diligent.es/
220,Barcelona Web Design,A CREATIVE AGENCY WITH A PASSION FOR DESIGN.,,none shown,none shown,"$5,000",$25 - $49 / hr,2 - 9,"Barcelona,

Spain",service_focus,https://clutch.co/profile/barcelona-web-design,http://www.barcelona-webdesign.com/
221,BeHappy Co.,Business Internet integration.,"Behappy.co is a internet-business integrator based in Madrid. They aim to make the Internet a better place and improve user experiences at its best. Customer happiness is their major KPI. Their team does design, development, social networks and mobile apps.",none shown,none shown,"$5,000",$25 - $49 / hr,2 - 9,"Madrid,

Spain",service_focus,https://clutch.co/profile/behappy-co,https://behappy.co/
222,Che IT Group,Che IT Group - Together Into Digital Future!,Che IT Group is a small team of WordPress enthusiasts from Ukraine founded in 2014...,none shown,none shown,"$5,000",$25 - $49 / hr,2 - 9,"Chernihiv,

Ukraine",service_focus,https://clutch.co/profile/che-it-group,http://www.cheitgroup.com/
225,Hiroqoa,Studio of Graphic Design and Artistic Direction,The Hiroqoa studio was created in 2012 in Paris by Wendy Geoffroy and Perrine Forite...,none shown,none shown,"$5,000",$25 - $49 / hr,2 - 9,"Paris,

France",service_focus,https://clutch.co/profile/hiroqoa,http://hiroqoa.com/
226,Atlasiko,"Web Design&Applications; Development, 3D Rendering","Atlasiko inc.provides web design services, from a standard website design to the development of innovative web applic...",none shown,none shown,"$10,000",$100 - $149 / hr,10 - 49,"Philadelphia,
PA",service_focus,https://clutch.co/profile/atlasiko,http://atlasiko.com
228,Serco Point Web,Creation and development of websites,Serco Point Web is an agency web communication based in Lyon...,none shown,none shown,"$5,000",$25 - $49 / hr,10 - 49,"Villeurbanne,

France",service_focus,https://clutch.co/profile/serco-point-web,https://www.point-web.fr/
229,Brave Lab,Let's create something great.,"Brave Lab is a passionate digital studio based in Madrid that helps other entrepreneurs achieve their goals through beautiful design, seamless functionality and UX.",none shown,none shown,"$5,000",$25 - $49 / hr,2 - 9,"Madrid,

Spain",service_focus,https://clutch.co/profile/brave-lab,http://www.bravelab.is/
